"","Lost Mound","High Mesa","Big Pot","Bayless Ruin","Twin Hawks","AZ U:4:009 (ASM)","AZ U:8:589 (ASM)","AZ V:5:125 (ASM)","Bass Point Mound","Griffen Wash Complex","Indian Point Complex","Las Tortugas","Los Hermanos","Meddler Point Mound","Pinto Point Mound","Pyramid Point Complex","Schoolhouse Point Mesa Complex","Lovelady Ranch","AZ W:11:7","WS Ranch","Largo Canyon","Foote Canyon Pueblo","AZ W:8:4","Blue PO Site","AZ W:8:9","LA 5939","LA 9777","LA 105878","LA 105880","Slade","Greenwood","Danson Pueblo","Hooper Ranch Pueblo","Apache Creek Pueblo","LA 3274","LA 4987","LA 4989","Pueblo Carrejo","LA 6063","LA 8090","Higgins Flat","Hudson Ranch","LA 83287","LA 85442","3-Up","Babocomari Village","Aztec","Maddox Ranch","Animas River Ruin","Holmes Group","Flora Vista","Red Willow II","Lizard House","LA 6679","LA 6705","LA 6725","LA 6729","Skunk Springs","LA 7067","LA 7068","LA 7075","LA 7095","LA 7138","LA 7189","LA 7192","LA 7200","LA 7290","LA 7318","LA 7343","LA 7417","LA 7433","LA 7434","LA 7465","LA 7475","LA 7501","LA 7502","LA 7526","LA 7538","LA 7582","LA 7584","LA 7591","LA 7624","LA 7641","LA 7690","LA 7704","LA 7753","LA 7778","LA 7781","LA 7787","LA 7935","LA 7938","LA 7973","LA 8200","LA 8204","LA 8433","LA 8458","LA 8477","LA 8500","LA 8519","LA 8549","Shannon Bluff-Point","Fruitland Pueblo","Salmon II","LA 12758","West Water","LA 13114","LA 20266","LA 50078","LA 52606","Kello Blancett","LA 60009","LA 60020","Morris' Old Fort","LA 100068","LA 100069","LA 100082","Awat'ovi","Heshoda Yala:wa","Techado Spring","Jaralosa","Horse Camp Mill","Hinkson Ranch","Eagle Crag","Wide Reed Ruin","Hogay Ruin","Kinlichee","Cornfields","Dinwiddie","Lululongturqi","Abangkuyivi","Hubble Corner","Owens-Colvin","Rocky Point","Schoolhouse Point Mound","Roundy Ruin","Bean Patch","Garcia Ranch","Carter Ranch Pueblo","Broken K Pueblo","Hardscrabble Ruin","Houghton Site","Seven Springs","Malpais Spring","Chezhinchotah","Scribe S","Lower Deracho","Box S","LA 15560","LA 47563","Los Gigantes","Spier 81","LA 109857","LA 109993","Citadel/Nalakihu","Wupatki","Crack-in-Rock","Many Farms","Lukachukai GH","Antelope House","White House II","Salina Springs II","Boss Ranch","Old Caves","Elden Pueblo","Burned Pueblo","Turkey Hill Pueblo","Ridge Ruin","Tachini Point","Inscription House","Tower House","Batwoman House","Twin Caves Pueblo","Red House","NA 4157","Kinlani","Olla House","Double Wall Ruin","NA 5628","Hummingbird House","NA 8816","NA 8820","NA 8886","NA 8895","Organ Rock","Pueblo Grande","Burnt Corn GH","Pinon Ruin","AZ E:6:1","Ford House","Montezuma Well (E.Rim)","Montezuma Castle A & B","Honanki","Piglet","Zanardelli Site","Gibbon  Springs","Fitzmaurice Ruin","University Indian Ruins","Pueblo Blanco","Sunset Mesa","Pueblo Salado","White Rincon","Jackrabbit","Casa Grande","Las Colinas","Whiptail Ruin","Tanque Verde Village","Brady Wash","Mendoza Canyon","Escalante","Las Acequias","Dakota Wash","Hodges Ruin","Romero Ruin","Los Morteros","Casa Buena","Kuykendall","Curtis Ruin(Buena Vista)","Drip","Twin Towers","North Mesa","Juniper Terrace","Cosnino Caves","Two Kivas","Atsee Nitsaa","Tuzigoot","Roosevelt 9:13","Earven Flat Site","Danson 481","Rabid Ruin","San Xavier Bridge","Continental Site","Cerro Prieto--Santa Cruz","Omawovi","Paaqapa","LA 76368","LA 7085","LA 7791","LA 8532","Yuma Wash--Tucson","CS165","CS195","LZ1232","LZ1245","LZ1301","LZ1302","LZ1305","South Ruin","LZ1307","LZ1310","LA 47515","LA 47562","FSOP13","FSOP15","LA 15623","LA 15667","LA 15669","LA 15671","LA 15673","AZ Q:4:58 (ASM)","Forestdale Pueblo","Garden Canyon","Rillito Fan","LA 82683","LA 82762","LA 85954","LA 85796","LA 85989","LA 86013","LA 86027","LA 86037","LA 86054","LA 82726","LA 82740","LA 82741","LA 82693","LA 82747","LA 82763","LA 85977","LA 86042"
"Juniper Terrace","0","0","0","0","0","0.073","0","0","0.069","0.034","0.111","0.24","0.064","0.152","0.044","0","0.106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0","0","0","0","0","0","0.036","0","0","0.04","0.009","0.071","0.051","0","0.118","0.095","0.062","0.124","0","0.017","0","0.124","0","0","0.077","0.018","0.027","0","0","0","0","0","0","0.045","0","0","0.124","0","0","0","0.045","0","0","0.051","0","0.143","0","0","0","0.016","0.017","0","0.124","0","0","0.002","0","0","0","0","0","0","0","0.056","0.034","0","0.013","0","0","0.756","0","0.006","0","0","0","0.791","0.061","0.763","0.341","0.177","0","0.874","0.576","0","0","0.077","0.079","0.043","0","0.001","0","0","0","0.025","0","0.528","0.469","0","0","0","0","0","0","0","0","0","0.382","0.848","0.966","0.685","0.402","0.242","0.499","0.764","0","0.939","0.776","0","0.952","0.804","0.484","0.675","0.22","0.7","0.548","0.779","0.325","0.7","0.564","0.7","0.7","0.7","0.458","0.553","0.442","0.666","0.161","0","0.294","0.641","0.576","0.35","0.515","0.412","0.893","0.331","0","0","0.035","0","0","0","0.008","0","0","0","0.127","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0.041","0.832","1","0.753","0.772","0","0.552","0.216","0","0","0","0","0","0","0.625","0.7","0","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cosnino Caves","0","0","0","0","0","0.062","0.04","0","0.122","0.091","0.09","0.07","0.062","0.076","0.094","0.016","0.081","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.044","0.06","0.06","0.06","0.06","0.051","0.06","0.033","0.06","0","0.055","0.022","0.025","0.06","0.06","0","0.06","0","0.095","0.06","0.04","0.013","0.06","0.06","0","0.036","0","0.024","0.052","0.069","0.071","0.074","0","0.117","0.095","0.062","0.176","0","0.017","0","0.115","0","0.019","0.077","0.036","0.027","0.029","0","0","0.021","0.045","0","0.045","0","0.021","0.115","0","0.06","0.034","0.045","0","0","0.112","0","0.143","0","0.06","0.021","0.077","0.061","0.06","0.115","0.029","0","0.011","0.06","0","0","0.002","0","0.06","0.008","0.099","0.094","0.023","0.073","0","0","0.862","0.06","0.066","0.06","0.06","0.06","0.596","0.121","0.791","0.401","0.21","0","0.697","0.591","0.06","0.043","0.126","0.085","0.051","0.06","0.061","0.06","0.06","0.06","0.085","0.06","0.352","0.233","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.228","0.821","0.73","0.676","0.413","0.291","0.519","0.726","0.06","0.774","0.567","0","0.76","0.567","0.476","0.666","0.211","0.697","0.539","0.688","0.316","0.878","0.555","0.727","0.744","0.808","0.449","0.544","0.433","0.657","0.152","0","0.285","0.827","0.762","0.341","0.278","0.176","0.729","0.095","0","0","0.034","0","0","0","0.007","0","0","0","0.125","0","0","0","0","0","0","0","0","0","0","0","0.008","0.06","0","0.059","0.596","0.753","1","0.554","0.06","0.315","0.107","0.014","0.06","0","0","0","0","0.812","0.878","0.06","0.014","0","0.06","0","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.068","0","0","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06"
"Two Kivas","0.012","0.002","0.002","0.002","0.002","0.085","0.031","0.012","0.1","0.065","0.142","0.252","0.066","0.178","0.075","0.027","0.127","0.021","0.021","0.031","0.031","0.031","0.021","0.031","0.031","0.021","0.021","0.021","0.031","0.021","0.031","0.021","0.031","0.031","0.021","0.021","0.021","0.002","0.031","0.021","0.031","0.031","0.021","0.002","0.031","0","0.061","0.019","0.019","0.014","0.019","0.019","0.002","0.036","0.002","0.021","0.052","0.03","0.06","0.07","0","0.133","0.09","0.062","0.08","0","0.018","0","0.061","0","0.019","0.077","0.036","0.027","0.019","0","0","0.021","0.019","0","0.045","0","0.019","0.06","0","0.019","0.019","0.045","0","0","0.071","0","0.143","0","0.019","0.019","0.037","0.036","0.021","0.06","0.019","0","0.011","0.019","0","0","0.002","0","0.019","0.008","0.075","0.053","0.021","0.034","0.002","0","0.529","0.021","0.027","0.021","0.021","0.021","0.906","0.082","0.622","0.36","0.197","0","0.779","0.444","0.021","0.031","0.098","0.11","0.063","0.021","0.021","0.031","0.031","0.021","0.056","0.021","0.716","0.636","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.381","0.689","0.805","0.513","0.358","0.198","0.468","0.605","0.029","0.728","0.93","0.03","0.783","0.93","0.422","0.473","0.155","0.473","0.484","0.698","0.26","0.473","0.473","0.475","0.473","0.473","0.393","0.473","0.377","0.473","0.096","0","0.26","0.473","0.414","0.286","0.633","0.574","0.692","0.5","0","0.001","0.034","0","0","0","0.007","0.002","0","0.001","0.1","0.002","0","0.002","0","0","0","0","0.005","0","0.001","0","0.008","0.031","0","0.06","0.912","0.772","0.554","1","0.019","0.693","0.247","0.026","0.021","0.004","0","0.001","0","0.463","0.473","0.021","0.016","0","0.019","0.002","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.019","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.042","0","0","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.021"
"Atsee Nitsaa","0","0","0","0","0","0","0.04","0","0.063","0.057","0.028","0","0","0.014","0.05","0.016","0.019","0.062","0.191","0.106","0.585","0.377","0.129","0.092","0.464","0.129","0.066","0.07","0.044","0.216","0.345","0.445","0.175","0.051","0.127","0.033","0.571","0","0.055","0.022","0.025","0.127","0.092","0","0.269","0","0.055","0.098","0.04","0.013","0.063","0.258","0","0","0","0.024","0.011","0.15","0","0.023","0","0.015","0","0","0.176","0","0","0","0","0","0.019","0","0.018","0","0.029","0","0","0.021","0.045","0","0","0","0.021","0","0","0.074","0.034","0","0","0","0.069","0","0","0","0.06","0.021","0.081","0.044","0.153","0","0.029","0","0.009","0.224","0","0","0.002","0","0.165","0.008","0.042","0.136","0.023","0.081","0","0","0","0.534","0.578","0.251","0.141","0.181","0.042","0.789","0.125","0.659","0.618","0","0","0","0.422","0.043","0.437","0.022","0.008","0.158","0.416","0.066","0.253","0.303","0.499","0.281","0.123","0","0.868","0.799","0.6","0.132","0.898","0.721","0.625","0.638","0.65","0","0.002","0","0","0.02","0.28","0.172","0.022","0.46","0","0.028","0","0.031","0","0.001","0","0","0","0","0.083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0.295","0","0.018","0","0","0.06","0.019","1","0.001","0.045","0.014","0.214","0","0","0","0","0","0","0.156","0","0","0.287","0","0.565","0.724","0.46","0.726","0.481","0.632","0.538","0.323","0.521","0.613","1","0.858","0.402","0.616","0.688","0.545","0.462","0.923","0.578","0.243","0.057","0","0","0.833","0.781","0.2","0.569","0.552","0.268","0.223","0.255","0.434","0.792","0.779","0.809","0.823","0.748","0.831","0.243","0.87"
"Tuzigoot","0.006","0.006","0.006","0.006","0.006","0.078","0.007","0.006","0.076","0.04","0.118","0.246","0.07","0.159","0.051","0.007","0.113","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.006","0.007","0.007","0.007","0.007","0.007","0.006","0.007","0","0.047","0.001","0.001","0.007","0.001","0.001","0.006","0.036","0.006","0.007","0.042","0.016","0.051","0.052","0","0.119","0.051","0.062","0.058","0","0.022","0","0.057","0","0.001","0.077","0.019","0.027","0.001","0","0","0.007","0.001","0","0.045","0","0.001","0.051","0","0.001","0.001","0.045","0","0","0.052","0","0.143","0","0.001","0.001","0.023","0.019","0.007","0.051","0.001","0","0.004","0.001","0","0","0.001","0","0.001","0.001","0.052","0.035","0.007","0.02","0.006","0","0.307","0.007","0.013","0.007","0.007","0.007","0.675","0.068","0.395","0.242","0.183","0","0.566","0.201","0.007","0.007","0.084","0.086","0.05","0.007","0.008","0.007","0.007","0.007","0.032","0.007","0.67","0.61","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.667","0.474","0.583","0.296","0.259","0.173","0.361","0.366","0.007","0.54","0.673","0","0.548","0.691","0.254","0.252","0.147","0.252","0.252","0.462","0.251","0.252","0.252","0.258","0.252","0.252","0.252","0.252","0.252","0.252","0.087","0","0.221","0.252","0.201","0.252","0.598","0.539","0.579","0.477","0","0.001","0.32","0","0","0","0.012","0.004","0","0","0.097","0.003","0","0.006","0","0","0","0","0.004","0","0.001","0","0.001","0.007","0","0.048","0.673","0.552","0.315","0.693","0.001","1","0.223","0.007","0.007","0","0","0.001","0","0.251","0.252","0.007","0.02","0","0.001","0.002","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.001","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.018","0","0","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007"
"Roosevelt 9:13","0.659","0.122","0.294","0.096","0.497","0.635","0.521","0.654","0.639","0.632","0.649","0.693","0.517","0.812","0.792","0.561","0.582","0.498","0.498","0.516","0.33","0.617","0.498","0.665","0.581","0.498","0.498","0.498","0.56","0.498","0.516","0.498","0.531","0.524","0.498","0.486","0.474","0.453","0.52","0.475","0.5","0.517","0.498","0.453","0.455","0.044","0.303","0.045","0.04","0.465","0.045","0.045","0.008","0","0.01","0.033","0.011","0.172","0","0.023","0","0.094","0","0.062","0.163","0","0.017","0","0.238","0","0.019","0","0.018","0","0.029","0","0","0.042","0.045","0","0","0","0.021","0","0","0.045","0.034","0","0","0","0.045","0","0","0","0.045","0.021","0.064","0.061","0.062","0","0.029","0","0.009","0.045","0","0","0.002","0","0.045","0.008","0.042","0.045","0.401","0.06","0.453","0","0.056","0.498","0.462","0.498","0.498","0.498","0.281","0.15","0.246","0.085","0.336","0","0.216","0","0.498","0.463","0.572","0.799","0.744","0.498","0.498","0.579","0.599","0.498","0.521","0.498","0.268","0.216","0.177","0.247","0.445","0.498","0.147","0.324","0.42","0.408","0.395","0.215","0.219","0.216","0.223","0.041","0.112","0.228","0.134","0.344","0.216","0.244","0","0.26","0.216","0.002","0","0","0","0","0.299","0","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0.216","0.216","0.216","0.465","0.044","0.045","0.011","0.044","0","0.044","0.05","0.048","0.044","0.005","0.05","0.046","0.044","0.034","0.044","0","0","0.044","0.049","0.044","0.044","0","0.011","0.397","0.016","0.025","0.216","0.216","0.107","0.247","0.045","0.223","1","0.49","0.498","0.047","0.044","0.044","0.044","0","0","0.498","0.117","0","0.045","0.045","0.48","0.321","0.498","0.319","0.498","0.413","0.498","0.498","0.498","0.432","0.045","0.188","0.498","0.381","0.358","0.498","0.498","0.122","0.467","0.498","0.743","0.044","0.044","0.212","0.264","0.498","0.477","0.494","0.498","0.498","0.498","0.498","0.253","0.266","0.236","0.222","0.297","0.215","0.498","0.175"
"Earven Flat Site","0.397","0.078","0.36","0.052","0.235","0.344","0.513","0.436","0.325","0.517","0.295","0.259","0.235","0.522","0.507","0.522","0.254","0.249","0.249","0.266","0.321","0.367","0.249","0.416","0.386","0.249","0.249","0.249","0.312","0.249","0.267","0.249","0.281","0.274","0.249","0.249","0.249","0.235","0.27","0.249","0.27","0.267","0.249","0.235","0.36","0","0.249","0.032","0.014","0.247","0.014","0.014","0.008","0","0.01","0.022","0.011","0.141","0","0.014","0","0.014","0","0","0.132","0","0.017","0","0.235","0","0.014","0","0.014","0","0.014","0","0","0.035","0.014","0","0","0","0.014","0","0","0.014","0.014","0","0","0","0.014","0","0","0","0.014","0.014","0.033","0.014","0.031","0","0.014","0","0.009","0.014","0","0","0.002","0","0.014","0.008","0.014","0.014","0.249","0.028","0.235","0","0","0.249","0.249","0.249","0.249","0.249","0.037","0.113","0.063","0.014","0.216","0","0","0","0.249","0.938","0.249","0.519","0.506","0.249","0.249","0.33","0.349","0.249","0.267","0.249","0.02","0","0.146","0.215","0.249","0.249","0.116","0.249","0.249","0.249","0.249","0","0.003","0","0.184","0.035","0.017","0.095","0.014","0.257","0","0.014","0","0.027","0","0.002","0","0","0","0","0.064","0","0","0","0.011","0","0","0","0","0","0","0","0.487","0","0","0","0","0","0","0","0.235","0.003","0.001","0.001","0","0.487","0","0.487","0.015","0","0.488","0.489","0.003","0","0.494","0.004","0.487","0.487","0","0.021","0","0.002","0.487","0.008","0.719","0.347","0.021","0","0","0.014","0.026","0.014","0.007","0.49","1","0.249","0.004","0","0.001","0","0","0","0.249","0.117","0","0.014","0.002","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.014","0.156","0.249","0.249","0.249","0.249","0.249","0.091","0.249","0.249","0.513","0","0","0.181","0.233","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.222","0.235","0.205","0.191","0.249","0.183","0.249","0.144"
"Danson 481","0.647","0.078","0.25","0.052","0.515","0.786","0.28","0.757","0.681","0.362","0.795","0.73","0.786","0.415","0.658","0.319","0.806","0.849","0.977","0.892","0.257","0.717","0.915","0.833","0.612","0.915","0.852","0.857","0.83","0.998","0.851","0.768","0.962","0.837","0.914","0.819","0.642","0.786","0.842","0.808","0.812","0.913","0.878","0.786","0.512","0","0.313","0.098","0.04","0.465","0.063","0.214","0.008","0","0.01","0.033","0.011","0.276","0","0.023","0","0.015","0","0","0.294","0","0.017","0","0.238","0","0.019","0","0.018","0","0.029","0","0","0.042","0.045","0","0","0","0.021","0","0","0.074","0.034","0","0","0","0.069","0","0","0","0.06","0.021","0.101","0.044","0.169","0","0.029","0","0.009","0.214","0","0","0.002","0","0.165","0.008","0.042","0.136","0.401","0.096","0.786","0","0","0.68","0.625","0.963","0.927","0.967","0.065","0.312","0.174","0.214","0.415","0","0","0","0.785","0.222","0.7","0.591","0.648","0.945","0.797","0.853","0.86","0.91","0.671","0.933","0.129","0","0.346","0.415","0.613","0.919","0.315","0.492","0.588","0.576","0.563","0","0.002","0","0.184","0.041","0.216","0.253","0.022","0.488","0","0.028","0","0.044","0","0.002","0","0","0","0","0.133","0","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.248","0","0.001","0.001","0","0","0","0","0.004","0","0","0.001","0.003","0","0.007","0","0","0","0","0","0","0.001","0","0.008","0.323","0","0.025","0","0","0.06","0.021","0.214","0.007","0.498","0.249","1","0","0","0.001","0","0","0","0.943","0.117","0","0.214","0.002","0.648","0.489","0.753","0.488","0.732","0.581","0.675","0.891","0.692","0.6","0.214","0.356","0.811","0.549","0.526","0.668","0.752","0.29","0.635","0.97","0.571","0","0","0.381","0.433","0.987","0.645","0.662","0.946","0.99","0.959","0.779","0.421","0.434","0.404","0.39","0.465","0.383","0.971","0.344"
"Rabid Ruin","0.194","0.922","0.625","0.948","0.485","0.004","0.004","0.004","0.007","0.011","0.02","0.004","0","0.006","0.011","0.004","0.003","0","0","0.004","0.004","0.004","0","0.004","0.004","0","0","0","0.004","0","0.004","0","0.004","0.004","0","0","0","0","0.004","0","0.004","0.004","0","0","0.004","0.976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0","0.008","0.004","0","0","0.004","0.004","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.996","0.996","0","0.996","0","0.996","0.127","0.985","0.996","0.005","0.145","0.997","0.996","0.027","0.996","0","0","0.996","0.979","0.996","0.996","0","0.003","0.004","0.016","0","0","0","0","0.004","0","0","0.047","0.004","0","1","0.996","0.996","0.996","0","0","0","0","0","0","0.996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.236","0.996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"San Xavier Bridge","0.191","0.922","0.625","0.948","0.485","0","0","0","0.004","0.008","0.017","0","0","0.003","0.008","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.997","0.999","0","1","0","1","0.127","0.985","1","0.005","0.146","0.997","1","0.028","0.996","0","0","1","0.975","1","0.999","0","0.003","0","0.016","0","0","0","0","0","0","0","0.044","0","0","0.996","1","1","1","0","0","0","0","0","0","0.998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.236","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Continental Site","0.191","0.923","0.626","0.948","0.485","0.001","0.001","0.001","0.004","0.008","0.017","0.001","0.001","0.004","0.009","0.001","0.003","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.976","0.001","0","0","0.001","0","0","0.001","0","0.001","0.001","0","0.001","0","0","0","0","0","0","0.001","0","0.001","0","0.001","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0","0","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0.001","0","0","0","0.001","0.001","0.001","0.006","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","0.001","0.001","0.001","0.001","0","0.016","0","0","0","0.001","0","0.001","0","0","0","0","0.001","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.997","1","0","0.999","0","0.999","0.127","0.986","0.999","0.005","0.146","0.998","0.999","0.028","0.996","0","0","0.999","0.976","0.999","0.999","0","0.003","0.001","0.017","0.001","0","0","0","0.001","0","0.001","0.044","0.001","0.001","0.996","1","1","0.999","0","0","0.001","0.001","0","0","0.999","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.236","0.999","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001"
"Cerro Prieto--Santa Cruz","0.191","0.922","0.625","0.948","0.485","0","0","0","0.003","0.007","0.016","0","0","0.003","0.008","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.997","0.999","0","1","0","1","0.127","0.985","1","0.005","0.145","0.997","1","0.027","0.996","0","0","1","0.975","1","0.998","0","0.003","0","0.016","0","0","0","0","0","0","0","0.044","0","0","0.996","1","0.999","1","0","0","0","0","0","0","0.998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.236","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omawovi","0","0","0","0","0","0","0","0","0","0","0","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0","0","0","0","0","0","0.036","0","0","0.04","0.009","0.05","0.05","0","0.039","0.05","0","0.05","0","0.017","0","0.05","0","0","0.077","0.018","0.027","0","0","0","0","0","0","0.045","0","0","0.05","0","0","0","0.045","0","0","0.05","0","0.143","0","0","0","0.016","0","0","0.05","0","0","0.002","0","0","0","0","0","0","0","0.05","0.034","0","0.013","0","0","0.741","0","0.001","0","0","0","0.492","0.055","0.669","0.301","0.087","0","0.635","0.591","0","0","0.003","0.001","0.001","0","0.001","0","0","0","0.021","0","0.23","0.171","0","0","0","0","0","0","0","0","0","0.166","0.757","0.627","0.572","0.327","0.104","0.336","0.577","0","0.655","0.478","0","0.63","0.504","0.409","0.601","0.146","0.631","0.473","0.501","0.25","0.894","0.49","0.662","0.679","0.742","0.384","0.478","0.368","0.591","0.086","0","0.219","0.985","0.888","0.276","0.158","0.099","0.602","0.033","0","0","0.023","0","0","0","0","0","0","0","0.083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.041","0.534","0.625","0.812","0.463","0","0.251","0","0","0","0","0","0","0","1","0.89","0","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
