"","Buzan","Ash Terrace","Lost Mound","Dudleyville Mound","Leaverton","Camp Village","High Mesa","Bayless Ruin","Flieger","Big Bell","111 Ranch","Davis Ranch Site","Jose Solas Ruin","Armer Gulch Ruin","AZ U:4:009 (ASM)","AZ U:8:589 (ASM)","AZ V:5:125 (ASM)","Bass Point Mound","Griffen Wash Complex","Indian Point Complex","Las Tortugas","Los Hermanos","Meddler Point Mound","Pinto Point Mound","Pyramid Point Complex","Saguaro Muerto","Schoolhouse Point Mesa Complex","Tonto Cliff Dwellings","Lovelady Ranch","AZ W:11:7","WS Ranch","Foote Canyon Pueblo","AZ W:8:4","Blue PO Site","AZ W:8:9","LA 5939","LA 9777","LA 11493","LA 105878","Rudd Creek Pueblo","Slade","Greenwood","Springerville Area Site R57-59","Casa Malpais","Danson Pueblo","Hooper Ranch Pueblo","LA 3279","LA 4987","LA 4989","Pueblo Carrejo","LA 6063","LA 8090","Higgins Flat","LA 8099","Hudson Ranch","LA 83287","LA 85442","LA 3262","Gila Cliff Dwellings","3-Up","Babocomari Village","Hereford","NA 5653","Aztec","Maddox Ranch","Pendleton","Animas River Ruin","Flora Vista","Red Willow II","Clanton Draw","LA 6679","LA 6705","LA 6725","LA 6729","Skunk Springs","LA 7059","LA 7068","LA 7072","LA 7075","LA 7077","LA 7081","LA 7095","LA 7098","LA 7183","LA 7329","LA 7434","LA 7437","LA 7438","LA 7526","LA 7547","To Dil Hil Dry Lake","LA 7582","LA 7641","LA 7704","LA 7935","LA 7938","LA 8240","LA 8476","LA 8477","Shannon Bluff-Point","Salmon II","LA 20266","LA 50078","Stewart Ranch","Hoskins","Double Adobe","Saddle Bronc","Kello Blancett","Morris' Old Fort","LA 100068","LA 100069","Kinishba","Awat'ovi","Heshoda Yala:wa","Archeotekopa II","Techado Spring","Jaralosa","Fort Site","Horse Camp Mill","Hinkson Ranch","Ojo Pueblo","Eagle Crag","Eighteen Mile Ruin","Wide Reed Ruin","Hogay Ruin","Togetzoge","Gila Pueblo","Chevelon","Dinwiddie","Hukovi","Old Shongopavi I","Lululongturqi","Pink Arrow","Hubble Corner","Owens-Colvin","Fischer site","Yuma Wash Site","Emigrant Springs","Rocky Point","Wide Ruins","Schoolhouse Point Mound","Cooper Forks Cliff Dwelling","Roundy Ruin","Shumway Ruin","Fourmile Ruin","Bailey Ruin","NA 4566","Pottery Hill--Silver Creek","Pinedale Ruin","Blue Springs Ruin","Tundastusa","Sherwood Ranch","Bean Patch","Garcia Ranch","Broken K Pueblo","Hardscrabble Ruin","Puerco Ruin","Wallace Tank Ruin","Seven Springs","Malpais Spring","Homol'ovi III","Cottonwood Creek","Homol'ovi I","Scribe S","Upper Nutria","Lower Deracho","Day Ranch","Halona:wa South","Atsinna","Cienega","Mirabal","Tinaja","North Atsinna","Yellowhouse","Big House","Naat'a'anii Bikin","Lookout Site","Pueblo de los Muertos","Jack's Lake","Box S","LA 15560","LA 47563","Los Gigantes","Spier 81","LA 109857","Wupatki","Many Farms","Antelope House","Three Turkey House","White House II","Salina Springs II","Boss Ranch","Old Caves","Burned Pueblo","Turkey Hill Pueblo","Tachini Point","Inscription House","Whirling Spring","Tower House","Swallow's Nest","Betatakin","Kiet Siel","Batwoman House","Twin Caves Pueblo","Nagashi Bikin","Red House","Scaffold House","Moqui Rock Pueblo","Kinlani","Double Wall Ruin","NA 5628","NA 5651","NA 5654","Hummingbird House","NA 8816","NA 8839","Fireside","Otherside","Organ Rock","Pueblo Grande","Burnt Corn GH","Porcupine Wash","Pinon Ruin","Thief Site","AZ E:6:1","Ford House","Chavez Pass Pueblo","Montezuma Well (E.Rim)","Jackson Ranch Ruin","Clear Creek Ruin","Honanki","Pollack Ruin","Zanardelli Site","Gibbon  Springs","Cherry Creek Mound","University Indian Ruins","Pueblo Blanco","Sunset Mesa","Pueblo Salado","White Rincon","Jackrabbit","Casa Grande","Las Colinas","Whiptail Ruin","Tanque Verde Village","Brady Wash","Mendoza Canyon","Escalante","Las Acequias","Dakota Wash","Hodges Ruin","Romero Ruin","Los Morteros","Casa Buena","Kuykendall","Kimble Ranch/Glass Ranch","Curtis Ruin(Buena Vista)","Fort Grant Pueblo","Drip","Twin Towers","Juniper Terrace","Two Kivas","Atsee Nitsaa","Tuzigoot","Roosevelt 9:13","Crescent Site","Rattlesnake Mesa","Earven Flat Site","AZ CC:2:185","Danson 481","Rabid Ruin","San Xavier Bridge","Continental Site","Cerro Prieto--Santa Cruz","Omawovi","Paaqapa","Pivanhonkyapi","LA 76368","LA 7085","LA 7791","LA 8532","Yuma Wash--Tucson","CS165","CS195","LZ1232","LZ1245","LZ1307","LA 47508","LA 47515","LA 47561","LA 47562","LA 2347","LA 47564","LA 47565","LA 47581","LA 47591","FSOP13","FSOP15","AZ Q:4:58 (ASM)","Garden Canyon","Rillito Fan","LA 82683","LA 82762","LA 85954","LA 85796","LA 85989","LA 86013","LA 86027","LA 86037","LA 86054","Chodistaas","Veteado Pueblo"
"Brady Wash","0.037","0.043","0.036","0.003","0.01","0.037","0.043","0.043","0.043","0.09","0.077","0.04","0.037","0.01","0.009","0.007","0.007","0.028","0.02","0.035","0.009","0.008","0.03","0.025","0.021","0.012","0.023","0.01","0.006","0.006","0.008","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.01","0.035","0","0","0.006","0.011","0.044","0","0","0","0","0.006","0.006","0.006","0.006","0.006","0","0.006","0","0.006","0.006","0","0.006","0","0.006","0","0","0.006","0","0","0.006","0","0","0","0","0.006","0","0","0","0.006","0","0","0","0","0.261","0","0","0.011","0","0.006","0.006","0.006","0.008","0","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.001","0.035","0.007","0","0","0","0","0","0.006","0.253","0.047","0.029","0.006","0.006","0","0.033","0.008","0.006","0.008","0.009","0.009","0.008","0.008","0.008","0.002","0.008","0.006","0.006","0.006","0.006","0.006","0.006","0.008","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0","0.006","0.002","0","0.006","0.006","0.02","0","0","0.006","0.004","0","0","0","0","0","0","0","0","0","0.006","0","0","0","0.006","0","0","0","0","0","0","0","0","0","0.957","0","0","0","0","0","0","0.008","0","0","0.006","0","0.006","0.042","0.034","0.006","0.034","0.796","0.033","0.843","0.045","0.033","0.963","0.768","0.037","0.033","1","0.037","0.957","0.957","0.033","0.067","0.035","0.037","0.957","0.007","0","0.315","0.003","0.309","0.006","0","0.002","0.006","0.006","0.04","0.035","0.003","0.582","0.144","0.006","0.035","0.034","0.034","0.033","0","0","0","0.006","0.006","0","0.006","0.042","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.035","0.036","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.009","0.006"
"Mendoza Canyon","0.076","0.254","0.026","0","0","0.061","0.137","0.527","0.212","0.692","0.078","0.22","0.335","0","0","0","0","0.006","0.009","0.019","0","0","0.006","0.012","0.003","0.003","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.365","0","0","0","0.003","0.039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0.003","0.003","0.003","0","0","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0.992","0.997","0","0.996","0.003","0.997","0.127","0.992","0.997","0.009","0.108","0.996","0.997","0.037","1","0.003","0.003","0.997","0.967","0.923","0.996","0.003","0.004","0","0.003","0","0.014","0","0","0","0","0","0.104","0.003","0","0.003","0.003","0","0.997","0.997","0.997","0.997","0","0","0","0","0","0","0","0.991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.166","0.865","0","0","0","0","0","0","0","0","0","0","0"
"Escalante","0","0","0","0","0","0","0","0","0","0.047","0.034","0.004","0","0","0","0","0","0.015","0.004","0.009","0","0","0.017","0.006","0.012","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.261","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0.245","0.044","0.021","0","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0","0","0","0.794","0","0.808","0.009","0","0.994","0.732","0","0","0.957","0.003","1","1","0","0.033","0","0.002","1","0","0","0.309","0","0.298","0","0","0","0","0","0","0.033","0","0.574","0.141","0","0","0","0.001","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Las Acequias","0","0","0","0","0","0","0","0","0","0.047","0.034","0.004","0","0","0","0","0","0.015","0.004","0.009","0","0","0.017","0.006","0.012","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.261","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0.245","0.044","0.021","0","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0","0","0","0.794","0","0.808","0.009","0","0.994","0.732","0","0","0.957","0.003","1","1","0","0.033","0","0.002","1","0","0","0.309","0","0.298","0","0","0","0","0","0","0.033","0","0.574","0.141","0","0","0","0.001","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dakota Wash","0.076","0.254","0.026","0","0","0.061","0.137","0.527","0.212","0.688","0.075","0.217","0.335","0","0","0","0","0.003","0.006","0.016","0","0","0.003","0.009","0","0.003","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.365","0","0","0","0","0.035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.989","0.999","0","0.996","0","1","0.124","0.988","1","0.006","0.105","0.996","1","0.033","0.997","0","0","1","0.964","0.923","0.994","0","0.004","0","0","0","0.011","0","0","0","0","0","0.104","0","0","0","0","0","0.997","0.999","0.999","1","0","0","0","0","0","0","0","0.99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.166","0.865","0","0","0","0","0","0","0","0","0","0","0"
"Hodges Ruin","0.076","0.254","0.027","0","0","0.061","0.137","0.527","0.212","0.722","0.108","0.22","0.335","0","0.001","0.001","0.001","0.019","0.011","0.026","0.001","0","0.021","0.016","0.014","0.004","0.014","0","0","0","0.001","0.001","0","0.001","0.001","0","0","0.001","0","0","0","0.001","0","0.001","0","0.001","0.001","0","0","0","0.001","0","0.001","0","0.001","0","0","0","0.001","0.001","0.365","0","0","0","0.011","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","0","0","0.011","0","0","0","0","0.001","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0.035","0.035","0.021","0","0","0","0.024","0","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.013","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","0","0","0","0","0","0","0","0","0","0","0.002","0","0.97","0.964","0","0.964","0.033","0.964","0.159","0.973","0.964","0.039","0.14","0.964","0.964","0.067","0.967","0.033","0.033","0.964","1","0.923","0.966","0.033","0.004","0","0.035","0","0.044","0","0.002","0.001","0","0.002","0.105","0.034","0.001","0.035","0.033","0","0.964","0.964","0.964","0.964","0","0","0","0","0","0","0","0.965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.166","0.865","0","0","0","0","0","0","0","0","0","0.001","0"
"Romero Ruin","0.154","0.331","0.103","0.039","0.077","0.138","0.214","0.604","0.289","0.738","0.152","0.294","0.378","0.003","0.039","0","0","0.042","0.048","0.055","0.049","0.039","0.045","0.048","0.073","0.044","0.055","0.039","0","0","0.035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.077","0.378","0.005","0","0","0","0.044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0.001","0.039","0","0","0","0","0","0","0.067","0.039","0","0","0","0.045","0.039","0","0.024","0.034","0.039","0.039","0.009","0.039","0.033","0.039","0","0","0","0","0","0","0.039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0","0","0","0","0","0.927","0.923","0","0.926","0.039","0.923","0.162","0.923","0.923","0.006","0.105","0.923","0.923","0.035","0.923","0","0","0.923","0.923","1","0.923","0","0.009","0.039","0.039","0.077","0.011","0","0","0","0","0","0.104","0.077","0.077","0","0.077","0","0.925","0.923","0.923","0.923","0","0","0","0","0","0","0","0.924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.166","0.903","0","0","0","0","0","0","0","0","0","0.039","0"
"Los Morteros","0.08","0.257","0.03","0.003","0.004","0.064","0.14","0.531","0.216","0.694","0.08","0.222","0.338","0.002","0","0","0","0.007","0.012","0.021","0","0","0.008","0.013","0.002","0.003","0.008","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.368","0","0","0","0.002","0.038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.005","0","0","0","0","0","0","0","0.006","0.005","0.006","0","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0.991","0.995","0","0.995","0.002","0.994","0.126","0.991","0.994","0.008","0.109","0.997","0.994","0.037","0.996","0.002","0.002","0.994","0.966","0.923","1","0.002","0.006","0","0.002","0.001","0.013","0","0","0","0","0","0.104","0.002","0.003","0.006","0.005","0","0.994","0.995","0.995","0.994","0","0","0","0","0","0","0","0.992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.169","0.868","0","0","0","0","0","0","0","0","0","0","0"
"Casa Buena","0","0","0","0","0","0","0","0","0","0.047","0.034","0.004","0","0","0","0","0","0.015","0.004","0.009","0","0","0.017","0.006","0.012","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.261","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.032","0","0","0","0","0","0","0","0.245","0.044","0.021","0","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0","0","0","0.794","0","0.808","0.009","0","0.994","0.732","0","0","0.957","0.003","1","1","0","0.033","0","0.002","1","0","0","0.309","0","0.298","0","0","0","0","0","0","0.033","0","0.574","0.141","0","0","0","0.001","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuykendall","0.021","0.012","0.012","0.005","0.018","0.012","0.012","0.012","0.012","0.012","0.012","0.02","0.012","0.012","0.002","0.009","0","0.016","0.021","0.019","0.006","0.002","0.02","0.017","0.015","0.017","0.02","0.005","0.009","0.009","0.016","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.009","0.089","0.034","0.026","0","0.009","0.43","0.304","0.009","0.009","0.009","0.188","0","0","0.009","0.009","0.009","0","0.009","0","0","0.009","0","0.009","0","0.009","0.009","0","0.009","0.009","0","0.009","0.009","0.009","0.009","0","0","0.009","0.009","0","0.009","0.009","0.009","0.007","0","0.689","0.342","0.265","0.276","0.005","0.009","0.009","0","0.015","0","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.009","0.111","0.014","0.01","0.933","0","0","0","0","0.009","0.012","0.018","0.015","0.009","0.009","0.009","0.018","0.011","0.009","0.002","0.002","0.011","0.011","0.011","0.011","0.002","0.011","0.009","0.009","0.009","0.009","0.009","0","0.011","0.009","0.009","0.009","0.009","0","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0","0","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.009","0.009","0.009","0.164","0","0","0.009","0.001","0","0","0","0","0","0","0","0","0","0.009","0","0","0","0","0","0.009","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","0","0.009","0.009","0","0.009","0.007","0.004","0.009","0.008","0.002","0.004","0.006","0.004","0.004","0.004","0.005","0.006","0.004","0.007","0.004","0","0","0.004","0.004","0.009","0.006","0","1","0.112","0.012","0.016","0.004","0.009","0","0.009","0.009","0.002","0.012","0.006","0.009","0.012","0.009","0.009","0.005","0.004","0.004","0.004","0","0","0","0.009","0","0","0.009","0.005","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0","0.009","0.003","0.009","0.009","0.009","0","0.009","0.009","0.009","0.011","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.011","0.009"
"Kimble Ranch/Glass Ranch","0.091","0.069","0.049","0","0.071","0.222","0.222","0.04","0.22","0.011","0.222","0.222","0.005","0","0","0","0","0","0.003","0.001","0.011","0","0.003","0","0.034","0.003","0.014","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.222","0.034","0.026","0","0","0.61","0.352","0","0","0","0.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.104","0","0.669","0.618","0","0","0","0","0.066","0","0","0","0","0","0","0","0","0","0","0","0","0","0.122","0","0","0.108","0","0","0","0","0","0","0.12","0.201","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0","0","0.112","1","0.222","0.222","0","0","0","0","0","0","0","0.222","0.222","0","0.222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0"
"Curtis Ruin(Buena Vista)","0.107","0.113","0.118","0","0.38","0.235","0.244","0.062","0.35","0.111","0.284","0.239","0.005","0.091","0.177","0.203","0.182","0.223","0.255","0.19","0.171","0.155","0.241","0.248","0.261","0.204","0.192","0.141","0.173","0.265","0.317","0.457","0.248","0.284","0.431","0.266","0.239","0.182","0.194","0.406","0.38","0.388","0.261","0.386","0.401","0.415","0.259","0.154","0.38","0.132","0.267","0.146","0.221","0.227","0.31","0.209","0.132","0.308","0.225","0.462","0.012","0.005","0","0.187","0.053","0.291","0.032","0.061","0.249","0.249","0.082","0.022","0.082","0.147","0.38","0","0.166","0","0.132","0.121","0","0.136","0","0.065","0.048","0","0.029","0.02","0","0.1","0.032","0.227","0.041","0","0.069","0.221","0.087","0","0.262","0.021","0.011","0.007","0","0.32","0.111","0.046","0.216","0.005","0.169","0.07","0.132","0.293","0","0.38","0.39","0.394","0.38","0.389","0.343","0.38","0.38","0.073","0.157","0.381","0.246","0.023","0.053","0.207","0.047","0","0","0","0","0.38","0.37","0.464","0.513","0.37","0.38","0.067","0.237","0.404","0.191","0.205","0.171","0.186","0.313","0.237","0.18","0.071","0.455","0.37","0.326","0.38","0.413","0.38","0.15","0.341","0.406","0.261","0.183","0.265","0.132","0.38","0.383","0.38","0.389","0.389","0.385","0.334","0.345","0.388","0.334","0.383","0.132","0.132","0.395","0.323","0.383","0.383","0.297","0.182","0.38","0.38","0.38","0.012","0.114","0.251","0.087","0.372","0.093","0.362","0","0","0.077","0.005","0","0","0","0","0","0","0","0","0","0.201","0","0","0","0.008","0","0.036","0.034","0","0","0","0","0","0","0.309","0","0","0","0","0","0","0.321","0","0.09","0.197","0","0.078","0.007","0.001","0.381","0.003","0.309","0","0.309","0.012","0","0.309","0.309","0.002","0","0.315","0.003","0.309","0.309","0","0.035","0.039","0.002","0.309","0.012","0.222","1","0.489","0.298","0.023","0","0.049","0.232","0.034","0.283","0.321","0.286","0.504","0.376","0.38","0.001","0","0.001","0","0","0","0","0.249","0.132","0","0.35","0.009","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.132","0.169","0.134","0.155","0.192","0.148","0.132","0.38","0.38","0.383","0","0","0.38","0.38","0.37","0.38","0.38","0.38","0.38","0.38","0.38","0.199","0.38"
"Fort Grant Pueblo","0.255","0.217","0.2","0.147","0.49","0.513","0.537","0.187","0.367","0.108","0.556","0.445","0.152","0.047","0.151","0.02","0","0.191","0.137","0.17","0.162","0.151","0.108","0.19","0.194","0.18","0.178","0.152","0.041","0.134","0.157","0.289","0.116","0.102","0.283","0.135","0.108","0","0.062","0.289","0.281","0.283","0.128","0.265","0.289","0.255","0.079","0.022","0.283","0","0.085","0.015","0.039","0.095","0.127","0.078","0","0.176","0.057","0.572","0.014","0.005","0","0.055","0.042","0.293","0.032","0.061","0.283","0.283","0","0","0.067","0.029","0.283","0","0.072","0","0","0.03","0","0.098","0","0.039","0.048","0","0.014","0.02","0","0.071","0.032","0.227","0.041","0","0","0.221","0.087","0","0.235","0.021","0.011","0.007","0","0.059","0.111","0.046","0.205","0.005","0.037","0.057","0","0.237","0","0.283","0.289","0.289","0.283","0.289","0.21","0.264","0.283","0.039","0.006","0.284","0.171","0.007","0.168","0.077","0.047","0","0","0","0","0.283","0.022","0.433","0.485","0.229","0.283","0.049","0.099","0.385","0.009","0.029","0.04","0.083","0.217","0.071","0.172","0.038","0.361","0.218","0.195","0.283","0.283","0.283","0.006","0.231","0.289","0.283","0.032","0.134","0","0.283","0.283","0.283","0.289","0.289","0.286","0.284","0.284","0.289","0.289","0.283","0","0","0.289","0.286","0.283","0.283","0.165","0.051","0.283","0.283","0.283","0.012","0","0.283","0.087","0.24","0.028","0.363","0","0","0.045","0.001","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0","0","0.036","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0.178","0","0.09","0.085","0","0.018","0.004","0","0.284","0.004","0.146","0","0.044","0","0","0","0.001","0.002","0","0.003","0","0","0","0","0","0.077","0.001","0","0.016","0.222","0.489","1","0","0.014","0","0.042","0.101","0.008","0.101","0.463","0.39","0.015","0.587","0.283","0.002","0","0","0","0","0","0","0.117","0","0","0.283","0.001","0.283","0.283","0.283","0.283","0.283","0.283","0.283","0","0.037","0.003","0.022","0.06","0.016","0","0.283","0.283","0.283","0.001","0.118","0.283","0.283","0.239","0.283","0.283","0.283","0.265","0.283","0.283","0.162","0.283"
